municipio_nome,situacao_obra,ambito,valor_inicial_contrato,valor_total_pago,contratada,cnpj_contratada,contratante,classificacao,data_paralisacao,descricao_obra,endereco,url_obra,data_prevista_conclusao
São Paulo,Paralisada,Estadual,1200159.47,651524.24,CONSTRUTORA ROY LTDA.,43.898.972/0001-58,SUPERINTENDENCIA DO ESPACO FISICO -  SEF - USP,"Educação - Universidades, Faculdades, Escolas e similares",26/02/2015,"Execução das obras para a construção do Auditório do Bloco Didático, do Departamento de Fonoaudiologia, Fisioterapia e Terapia Ocupacional, da Faculdade de Medicina da USP.",Rua Cipotânea,,28/02/2014
São Paulo,Paralisada,Estadual,61519312.84,93682753.96, CONSTRUTORA CVS S/A ,47.423.637/0015-4,GABINETE DO SECRETARIO,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRAS DE RESTAURO REFORMA E CONSTRUÇÃO DE EDIFICAÇÕES DO MUSEU DA HISTORIA DO ESTADO DE SÃO PAULO,Rua Maria Domitila,"https://www.google.com/maps/place/R.+Maria+Domitila,+79+-+Br%C3%A1s,+S%C3%A3o+Paulo+-+SP,+03003-010/@-23.5461001,-46627917.17z/data=!3m1!4b1!4m5!3m4!1s0x94ce59026b9c56ff:0xbfea995fff8d2c93!8m2!3d-23.5461001!4d-46.6257283",22/02/2011
São Paulo,Paralisada,Estadual,2618024.92,2333679.99,ENGIVER CONSTRUTORA E PAVIMENTADORA LTDA,49.362.007/0001-42,SUPERINTENDENCIA DO ESPACO FISICO -  SEF - USP,"Educação - Universidades, Faculdades, Escolas e similares",13/12/2018,"Execução dos serviços de requalificação da área das Travessas 4 e 5 e Rua de Acesso no Instituto de Física, no Campus Armando de Salles Oliveira"" da USP.""",Travessa 4 e 5,,28/03/2018
São Paulo,Paralisada,Estadual,5786835.83,8479427.05,"VEDOS ARQUITETURA, CONSTRUÇÕES E EMPREENDIMENTOS LTDA.",50.683.671/0001-72,SUPERINTENDENCIA DO ESPACO FISICO -  SEF - USP,"Educação - Universidades, Faculdades, Escolas e similares",16/10/2017,"Execução das obras para a ampliação e reforma do Edifício de Pesquisa da FOFITO - Fonoaudiologia, Fisioterapia e Terapia Ocupacional, da Faculdade de Medicina da USP .",Rua Cipotânea,,06/08/2014
São Paulo,Paralisada,Estadual,348337,191122.03,"VEDOS ARQUITETURA, CONSTRUÇÕES E EMPREENDIMENTOS LTDA.",50.683.671/0001-72,SUPERINTENDENCIA DO ESPACO FISICO -  SEF - USP,"Educação - Universidades, Faculdades, Escolas e similares",10/12/2018,"Execução dos serviços de reforma elétrica do edifício da FAU-Maranhão, da Faculdade de Arquitetura e Urbanismo da USP.",Rua Maranhão,,02/10/2017
São Paulo,Paralisada,Estadual,262675.5,20383.44,"VEDOS ARQUITETURA, CONSTRUÇÕES E EMPREENDIMENTOS LTDA.",50.683.671/0001-72,SUPERINTENDENCIA DO ESPACO FISICO -  SEF - USP,"Educação - Universidades, Faculdades, Escolas e similares",04/05/2018,"Execução das obras de ampliação e reforma da Base Comunitária de Segurança da polícia Militar, da Seg - Superintendência de Segurança, da Reitoria da USP.",Rua do Anfiteatro,,30/06/2017
São Paulo,Paralisada,Estadual,1127563.61,529821.67,"VEDOS ARQUITETURA, CONSTRUÇÕES E EMPREENDIMENTOS LTDA.",50.683.671/0001-72,SUPERINTENDENCIA DO ESPACO FISICO -  SEF - USP,"Educação - Universidades, Faculdades, Escolas e similares",27/08/2018,"Execução do remanescente das obras de ampliação e reforma do Anexo do Edifício Administrativo da Reitoria, para a Sede da SEG - Superintendência de Segurança da USP.",Rua do Anfiteatro,,27/04/2017
São Paulo,Paralisada,Estadual,1011500.1,256528.16,EMATEC ENGENHARIA E SISTEMAS DE MANUTENÇÃO LTDA,59.072.421/0001-70,FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO - FDE,"Educação - Universidades, Faculdades, Escolas e similares",16/04/2014,Acessibilidade  Combate a incêndio  Pára-raios (SPDA).,Não informado,Não informado,05/05/2014
São Pedro,Paralisada,Municipal,931935.42,149669.8,CTR CONSTRUTORA INSTALAÇÕES ELÉTRICAS LTDA ME,14.229.734/0001-51,PREFEITURA MUNICIPAL DE SAO PEDRO,"Equipamento urbanos (praças, quadras e similares)",Não informado,"OBRAS DE REFORMA DO COMPLEXO ESPORTIVO RENATO TEIXEIRA DA SILVA - MANGUEIRA"", ESTÁDIO ""FERRUCIO FELTRIM - SÃO PEDRÃO"" E GINÁSIO DE ESPORTES ""ANTONIO """,Não informado,Não informado,08/02/2017
São Roque,Paralisada,Municipal,1212140.91,397548.46,SOMANTECH SERVIÇOS DE CONSTRUÇÕES EIRELI ME,08.009.360/0001-66,PREFEITURA MUNICIPAL DE SAO ROQUE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Construção de Unidade Básica de Saúde no Bairro Guaçu, no Município de São Roque/SP.",Não informado,Não informado,19/02/2016
São Roque,Paralisada,Municipal,1081674.07,0,TPD ENGENHARIA LTDA,53.359.113/0001-44,PREFEITURA MUNICIPAL DE SAO ROQUE,Infraestrutura Urbana - Urbanização,06/07/2018,Pavimentação Asfáltica da Estrada Turística Angolana e Estrada da Cefri - Fase 1,Estrada Turística Angolana e Estrada da Cedri,"https://www.google.com.br/maps/place/Estrada+da+Cefri,+S%C3%A3o+Paulo/@-23.5761126,-47174189.1047m/data=!3m1!1e3!4m5!3m4!1s0x94cf72580dcaf725:0x78f8a3d5de2f0af1!8m2!3d-23.5736213!4d-47.1749923?hl=pt-BR",30/06/2019
São Roque,Paralisada,Municipal,1041540.16,288150.69,BARIONI PROJETOS E CONSTRUÇÕES LTDA,09.329.837/0001-53,PREFEITURA MUNICIPAL DE SAO ROQUE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Construção de Unidade Básica de Saúde no Bairro Taboão, no Município de São Roque/SP.",Não informado,Não informado,20/01/2016
São Roque,Paralisada,Municipal,467557.81,71787.99,CERQUEIRA TORRES CONSTRUÇÃO TERRAPLENAGEM E PAVIMENTAÇÃO EIRELI ME,00.827.454/0001-30,PREFEITURA MUNICIPAL DE SAO ROQUE,Mobilidade urbana - vias urbanas,Não informado,"Recapeamento Asfáltico de Vias Públicas nos Bairros Jardim Conceição, Vila Amaral e Parque Aliança, no Município de São Roque/SP.",Não informado,Não informado,10/07/2016
São Roque,Paralisada,Municipal,904653.18,0,OBRAGEN ENGENHARIA E CONSTRUCOES LTDA,01.817.838/0001-35,PREFEITURA MUNICIPAL DE SAO ROQUE,Mobilidade urbana - vias urbanas,31/01/2019,"Recapeamento Asfáltico em Diversas Vias Urbanas no Município (Paulino Hermílio de Campos - trecho, Marechal Floriano Peixoto - trecho, Garfield Pereira Barreto, Benjamin Constant - trecho, José Bonifácio de Andrada e Silva - trecho, Prefeito Bernardino de Lucca - trecho, Claudia Mattia Cilia, Emanuele Cilia, Luigi Pacello, Antonio do Espirito Santo, João do Espirito Santo, Francisco Antonio de Moraes, Ida Marino Pacello, Ametista, Platina, Amor Perfeito e Turmalina)",Avenida Prefeito Bernardino de Lucca,"https://www.google.com.br/maps/place/Av.+Prefeito+Bernardino+de+Lucca+-+Jardim+Carambei,+S%C3%A3o+Roque+-+SP/@-23.5217697,-471430907.1514m/data=!3m1!1e3!4m5!3m4!1s0x94cf6d5aa2969229:0xdcd9c6827d781c3!8m2!3d-23.5251294!4d-47.1442178?hl=pt-BR",24/06/2019
São Sebastião,Paralisada,Estadual,420532173.9,349398695.76,CONSTRUTORA QUEIROZ GALVÃO S/A,33.412.792/0001-60,DESENVOLVIMENTO RODOVIARIO S/A - DERSA,Transporte - Rodovias,21/03/2019,OBRAS E SERVIÇOS DE IMPLANTAÇÃO DO EMPREENDIMENTO NOVA TAMOIOS CONTORNOS - LOTE 4,Não informado,Não informado,02/05/2016
São Sebastião,Paralisada,Estadual,398228012.61,385746824.5,CONSTRUTORA QUEIROZ GALVÃO S/A,33.412.792/0001-60,DESENVOLVIMENTO RODOVIARIO S/A - DERSA,Transporte - Rodovias,21/03/2019,OBRAS E SERVIÇOS DE IMPLANTAÇÃO DO EMPREENDIMENTO NOVA TAMOIOS CONTORNOS - LOTE 3,Não informado,Não informado,02/05/2016
São Sebastião,Paralisada,Municipal,1035638.94,0,IDEAL TERRAPLENAGEM LTDA.,04.690.015/0001-80,PREFEITURA MUNICIPAL DE SAO SEBASTIAO,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,"Construção de Ponte sobre o Rio Sahy, localizada no Bairro Barra do Sahy em São Sebastião - SP.",Não informado,Não informado,19/12/2018
São Sebastião da Grama,Paralisada,Municipal,463422.2,95907.71,GOMES E PACE CONSTRUTORA LTDA,10.481.858/0001-79,PREFEITURA MUNICIPAL DE SAO SEBASTIAO DA GRAMA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção da Cozinha Piloto,Não informado,Não informado,22/09/2012
São Vicente,Paralisada,Municipal,450056.36,505341.14,CONSTRUTORA ALLAN LTDA-ME,08.630.358/0001-00,PREFEITURA MUNICIPAL DE SAO VICENTE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Proposta 118994130001/10-004 - Construção Estratégia Saúde da Família - ESF Sá Catarina de Moraes - Porte III\nRua Travessa do Parque, s/nº - Catiapoã - São Vicente/SP - 11.365-330",Não informado,Não informado,12/07/2015
São Vicente,Paralisada,Municipal,460372.16,920671.44,A OBRA - CONSTRUÇÕES E REFORMAS LTDA,14.088.972/0001-94,PREFEITURA MUNICIPAL DE SAO VICENTE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Proposta 118994130001/13-001 - Unidade de Pronto Atendimento - UPA Humaitá - Porte III\nRua João Rigueiro, s/nº - Humaitá - São Vicente/SP - 11.349-000\n",Não informado,Não informado,23/04/2015
São Vicente,Paralisada,Municipal,503671.04,513222.21,A OBRA - CONSTRUÇÕES E REFORMAS LTDA,14.088.972/0001-94,PREFEITURA MUNICIPAL DE SAO VICENTE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Proposta 118994130001/10-005 - Construção Estratégia Saúde da Família - ESF Nova São Vicente\nRua Celeste Diegues Oliveira, s/nº - Vila Nova São Vicente - 11.346-350\n",Não informado,Não informado,01/09/2015
São Vicente,Paralisada,Municipal,460372.16,401562.52,DOFER ENGENHARIA E CONSTRUÇÕES LTDA,65.893.174/0001-76,PREFEITURA MUNICIPAL DE SAO VICENTE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Proposta 118994130001/10-001 - Construção Estratégia Saúde da Família - ESF Samaritá - Porte II Rua Sergipe, 0 - Samaritá - São Vicente/SP - 11.345-050",Não informado,Não informado,02/05/2015
Sarapuí,Paralisada,Municipal,23540.36,17533.62,INCRETE PISOS E CONSTRUÇÕES LTDA-ME,07.425.147/0001-72,PREFEITURA MUNICIPAL DE SARAPUI,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,"Instalação de cobertura do tipo duas águas, para telhas de aço galvanizado para estação de transbordo.",Não informado,Não informado,12/02/2016
Serra Azul,Paralisada,Municipal,136976.82,42121.92,SCALA MASTER IMPORTACAO E EXPORTACAO LTDA,07.619.834/0001-29,PREFEITURA MUNICIPAL DE SERRA AZUL,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,COBERTURA DE QUADRA ESCOLAR PEQUENA FNDE- ESCOLA MUNICIPAL JACOMO ANTÔNIO COPELLO,Não informado,Não informado,10/11/2015
Serra Negra,Paralisada,Municipal,194992.11,122943.96,VSM ENGENHARIA LTDA,27.414.591/0001-08,PREFEITURA MUNICIPAL DE SERRA NEGRA,"Equipamento urbanos (praças, quadras e similares)",16/01/2019,"Trata-se de obras de reforma do Estádio Municipal Antonio Barbosa Pinto da Fonseca. As obras visam a construção de novo portal de entrada do estádio e reforma dos vestiários, com troca de vidros, telhado, pintura, assentamento de azulejos, iluminação, entre outros.",Não informado,Não informado,04/07/2018
Sete Barras,Paralisada,Municipal,199395.52,123473.89,CELENGE CONSTRUÇÕES LTDA. EPP,14.934.840/0001-36,PREFEITURA MUNICIPAL DE SETE BARRAS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção de Academias de Saúde no bairros Jardim Magario e Barra do Ribeirão da Serra no Município de Sete Barras,Não informado,Não informado,10/11/2014
Sorocaba,Paralisada,Municipal,457681.82,241161.18,BARUQUE REFORMAS E MANUTENÇÃO LTDA-ME,13.283.836/0001-92,PREFEITURA MUNICIPAL DE SOROCABA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Reforma e restauro do edifício Palacete Scarpa, localizado à esquina das ruas Souza Pereira com a Álvaro Soares.\nTrata-se de reforma e restauro de edificação do patrimônio histórico, a edificação consta de térreo, 1º e 2º pavimentos. Os serviços referem-se a troca de forro de madeira, troca parcial de telhas e manutenção no telhado, restauro dos revestimentos das paredes externas, pintura, restauro das portas (madeira e ferro) e esquadrias de ferro. Adequação parcial da acessibilidade.\nA obra encontra-se paralisada aguardando processo licitatório para contratação de empresa especializada para conclusão da obra.",Não informado,Não informado,21/02/2018
Sorocaba,Paralisada,Estadual,1550450.39,279820.77,INCORPLAN ENGENHARIA LTDA.,04.147.114/0001-10,GABINETE DO SECRETARIO,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"EXECUÇÃO DA OBRA DE REFORMA E RESTAURO DO EDIFÍCIO DA OFICINA CULTURAL GRANDE OTELO, SITUADA A PRAÇA FREI BARAÚNA, S/ - CENTRO - SOROCABA - SP.",PRAÇA FREI BARAÚNA,"https://www.google.com/maps/place/Pra%C3%A7a+Frei+Bara%C3%BAna+-+Centro,+Sorocaba+-+SP/@-23.5028721,-47462663.17z/data=!3m1!4b1!4m5!3m4!1s0x94c58abd12fe41a3:0xe924c7af44e2417f!8m2!3d-23.5028721!4d-47.4604743",26/08/2015
Sorocaba,Paralisada,Estadual,59805,21257.5,ALL TRUST SERVIÇOS E CONSTRUTORA LTDA-EPP,10.908.060/0001-60,COMANDO DE POLICIAMENTO DO INTERIOR 7 - CPI 7 - SOROCABA - SECRETARIA DA SEGURANCA PUBLICA,"Segurança pública (Delegacias, penitenciárias e similares)",Não informado,Projeto executivo para construção da sede do novo COPOM-Sorocaba,Não informado,Não informado,20/05/2018
Sorocaba,Paralisada,Municipal,369999.03,164505.4,CONSTRUTORA TRACTOR LTDA,20.370.506/0001-08,PREFEITURA MUNICIPAL DE SOROCABA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Construção de edificação denominada Casa do Turista, localizada à rua Ana Monteiro de Carvalho, 50. Trata-se de uma edificação térrea para atender as necessidades da secretaria da cultura. A estrutura é de concreto armado, fundação em estacas escavadas, alvenaria de vedação em tijolo cerâmico rebocada e pintada, cobertura em laje pré moldada e telhas metálicas com reservatório de água, piso tipo porcelanato. As instalações hidráulicas e elétricas atendem as especificações t??cnicas vigentes. As portas e esquadrias em madeira e metálica com vidros. A obra encontra-se paralisada aguardando processo licitatório para contratação de empresa especializada para conclusão da obra.",Não informado,Não informado,18/06/2017
Sumaré,Paralisada,Municipal,1997248.44,2371682.06,SERTENGE CONSTRUTORA LTDA.,10.764.547/0001-17,PREFEITURA MUNICIPAL DE SUMARE,"Educação - Universidades, Faculdades, Escolas e similares",30/10/2017,Escola do Jardim Orquídeas - E.M.E.F. Jardim das Orquídeas,RUA ALBERTO REDAELI,"https://www.google.com.br/maps/place/R.+Alberto+Redaeli,+66+-+Parque+Res.+Virginio+Basso,+Sumar%C3%A9+-+SP/@-22.8072033,-47273361.96m/data=!3m1!1e3!4m5!3m4!1s0x94c897dffd93c275:0x2406a2c84123fe3d!8m2!3d-22.8071174!4d-47.2730499?hl=pt-BR",25/11/2014
Sumaré,Paralisada,Estadual,7596957.31,1256843.66,SOUZA PEDRO ENGENHARIA E CONSTRUÇÕES LTDA.,07.091.681/0001-90,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA - CEETEPS,"Educação - Universidades, Faculdades, Escolas e similares",24/04/2017,"Construção do Bloco Administrativo e Pedagógico, Ginásio de Esportes com Vestiário, cantina e portaria para implantação da Etec Sumaré - Fora contratada a empresa Souza Pedro Engenharia e Construções Ltda, em 11/08/2015, porém ao protocolar o pedido do 1º Termo de Aditamento ao Contrato em 28/07/2016, verificou-se que a empresa fora apenada pela FDE, após assinatura do contrato. Ao submetermos o pedido de aditamento à Consultoria Jurídica do CPS, essa recomendou a rescisão unilateral do contrato, face a empresa estar apenada, razão pela qual a Autoridade Competente acolheu a recomendação, tendo o contrato sido rescindido em 25/04/2017.  O  Projeto fora elaborado pela Prefeitura do Município de Sumaré por intermédio de Convênio firmado entre as partes, ocorre que devido ao lapso temporal entre a elaboração do projeto e a rescisão contratual, se faz necessário uma revisão do Projeto, a fim de que possamos instaurar novo procedimento licitatório para o término das obras. Esclarecemos ainda, que já fora notificada a Prefeitura do Município de Sumaré, para a atualização do projeto",Rua Plínio Giometti,"https://www.google.com.br/maps/place/R.+Pl%C3%ADnio+Giometi,+230+-+Jardim+Luiz+Cia,+Sumar%C3%A9+-+SP,+13175-340/@-22.813866,-472537304.17z/data=!3m1!4b1!4m8!1m2!2m1!1srua+pl%C3%ADnio+giometti+230!3m4!1s0x94c8bd9dc7a46451:0xfdaa6345176d0430!8m2!3d-22.813866!4d-47.2515364",26/08/2016
Suzano,Paralisada,Municipal,20292216.76,5679889.38,DISTRATADA A PEDIDO DA EMPRESA,00.000.000/0000-0,PREFEITURA MUNICIPAL DE SUZANO,Mobilidade urbana - vias urbanas,09/03/2018,Infraestrutura Viária e regularização Fundiária Badra Jaguari,Não informado,Não informado,09/05/2017
Suzano,Paralisada,Municipal,28187423.95,1575753.86,SIMETRICA ENGENHARIA LTDA,57.510.596/0001-97,PREFEITURA MUNICIPAL DE SUZANO,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",23/04/2019,CONSTRUÇÃO DO HOSPITAL REGIONAL - FASE 1,AV. ROBERTO SIMONSEN,"https://www.google.com.br/maps/place/Av.+Sen.+Roberto+S%C3%ADmonsen,+Suzano+-+SP/@-23.538939,-463244869.17z/data=!3m1!4b1!4m5!3m4!1s0x94ce7a61a7e3a32b:0x1e59d3a4e1d2c728!8m2!3d-23.5389439!4d-46.3222982",13/05/2019
Suzano,Paralisada,Municipal,11669854.26,6102451.19,ABANDONO DA OBRA PELA CONTRADA,00.000.000/0000-00,PREFEITURA MUNICIPAL DE SUZANO,Mobilidade urbana - vias urbanas,12/03/2018,Infraestrutura viária Badra  Planalto,Não informado,Não informado,12/05/2017
Tabapuã,Paralisada,Municipal,298307.81,0,NOROESTE CONSTRUTUORA E SERVIÇOS DE TOPOGRAFIA LTDA,11.873.462/0001-30,PREFEITURA MUNICIPAL DE TABAPUA,Mobilidade urbana - vias urbanas,28/11/2016,"PAVIMENTAÇÃO ASFÁLTICA, GUIAS E SARJETAS EM VÁRIAS VIAS DO MUNICÍPIO DE TABAPUÃ.",Não informado,Não informado,29/03/2015
Tabapuã,Paralisada,Municipal,249429.65,44444.56,NOROESTE CONSTRUTUORA E SERVIÇOS DE TOPOGRAFIA LTDA,11.873.462/0001-30,PREFEITURA MUNICIPAL DE TABAPUA,Mobilidade urbana - vias urbanas,19/10/2016,"PAVIMENTAÇÃO ASFÁLTICA, GUIAS E SARJETAS EM VÁRIAS VIAS PUBLICAS DO MUNICÍPIO DE TABAPUÃ.",Não informado,Não informado,30/11/2016
Taiaçu,Paralisada,Municipal,229851.3,176022.18,LARA CONSTRUÇÕES E EMPRENDIMENTOS IMOBILIÁRIOS LTDA - ME,17.523.329/0001-30,PREFEITURA MUNICIPAL DE TAIACU,"Educação - Universidades, Faculdades, Escolas e similares",30/12/2016,REFORMA E AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DO IDODO - CCI,Não informado,Não informado,16/06/2017
Taiaçu,Paralisada,Municipal,959692.13,1112494.22,BEKAELY EMPREENDIMENTOS E COMÉRCIO LTDA - ME,05.728.949/0001-26,PREFEITURA MUNICIPAL DE TAIACU,"Educação - Universidades, Faculdades, Escolas e similares",24/10/2015,CONSTRUÇÃO DE CRECHE ESCOLA FDE - SECRETARIA DA EDUCAÇÃO,Não informado,Não informado,28/05/2013
Tambaú,Paralisada,Estadual,208344.3,110329.1,PECEPSERV IMPLANTAÇÃO ELÉTRICA E LÓGICA EIRELI - ME,00.834.258/0001-93,TRIBUNAL DE JUSTICA DO ESTADO DE SAO PAULO - TJ SP,Energia - distribuição (rede interna urbana e similares),Não informado,Reforma das instalações elétricas da edificação do Fórum da Comarca de Tambaú.,Não informado,Não informado,01/09/2018
Tambaú,Paralisada,Municipal,503302.86,177184.9,DGB ENGENHARIA E CONSTRUÇÕES LTDA,61.608.477/0001-49,PREFEITURA MUNICIPAL DE TAMBAU,Mobilidade urbana - vias urbanas,17/06/2019,Recapeamento asfáltico em vias urbanas do município,Ruas do Conjunto Habitacional Ignês Corso Andreazza e trechos da Avenida José Gatto,"https://www.google.com.br/maps/@-21.6885531,-472727784.18.04z?hl=pt-BR    e   https://www.google.com.br/maps/@-21.7041779,-472672806.17.29z?hl=pt-BR",26/12/2018
Tapiraí,Paralisada,Municipal,503652.11,207864.48,CONSTRUTORA ANDRADE E SOUZA EIRELI - EPP,14.345.811/0001-39,PREFEITURA MUNICIPAL DE TAPIRAI,"Equipamento urbanos (praças, quadras e similares)",01/02/2019,"Ampliação e reforma do prédio do Paço Municipal Hideo Tiba""""",Rua Augusto Moritz,"https://www.google.com.br/maps/@-23.965658,-475045821.20.5z?hl=pt-BR&authuser=0",23/06/2018
Tapiraí,Paralisada,Municipal,530530.37,298343.42,CONSTRUTORA ANDRADE E SOUZA EIRELI - EPP,14.345.811/0001-39,PREFEITURA MUNICIPAL DE TAPIRAI,"Equipamento urbanos (praças, quadras e similares)",07/03/2019,"Estrutura da Praça de Eventos Matheus Ricciardi"" e modificação da fachada da Casa do Artesão""",Avenida Professor Natan Chaves,"https://www.google.com.br/maps/@-23.9617862,-475065663.19.5z?hl=pt-BR&authuser=0",21/06/2018
Taquaritinga,Paralisada,Municipal,1598811.15,1207378.41,NOVA ESTRADAS E CONSTRUÇÕES LTDA,07.489.950/0001-70,PREFEITURA MUNICIPAL DE TAQUARITINGA,Mobilidade urbana - vias urbanas,Não informado,"Contrato de Repasse n° 800509/2013 - Recapeamento de vias públicas do Município de Taquaritinga, Estado de São Paulo. Trata-se de um Contrato de Repasse do ano de 2013, cuja empresa contratada optou por sua desistência devido ao atrase de Repasse Federal. assim, havia sido acordado em deixar vencer no período final de vigência. No entanto, a equipe técnica da Caixa Econômica Federal propôs a reprogramação da verba remanescente do contrato para recapeamento em outras ruas do Centro (manter o mesmo objeto). Atualmente, a equipe técnica desta Prefeitura Municipal encontra-se em processo final de reprogramação, visando a continuidade de tal Convênio. Vale ressaltar que o Valor de Obra"", ""Valor Convenente"" e ""Valor Contrapartida"" deste questionário será referenciado ao Valor de Investimento contratado perante o Ministério. Além disso, foi adotado valores cadastrados no SICONV (Sistema de Convênios), visando a precisão das informações. """,Não informado,Não informado,31/10/2014
Taquaritinga,Paralisada,Municipal,123307.93,22204.11,LARA CONSTRUÇÕES E EMPRENDIMENTOS IMOBILIÁRIOS LTDA - ME,17.523.329/0001-30,PREFEITURA MUNICIPAL DE TAQUARITINGA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Execução da primeira etapa de reforma do denominado Calçadão"", localizado na Praça Dr. Horácio Ramalho. O projeto do conhecido ""Calçadão"", pleiteado junto ao Ministério do Turismo no ano de 2014, foi Reprogramado visando maior funcionalidade e acessibilidade. Partindo da premissa: o que foi gasto com verba federal, não pode ser gasto novamente com verba federal houve a necessidade de realizar uma análise e divisão de um mesmo objeto, sendo sempre independentes e complementares entre si. Sendo assim, a primeira fase seria como Contrapartida Física e/ou Financeira desta Prefeitura Municipal, a segunda e terceira via Ministério do Turismo, sendo os Contratos de Repasse n° 800879/2014 e 835808/2016. Uma mesma empresa foi ganhadora dos processos de licitação, acarretando, assim,  num atraso significativo no prosseguimento das obras. No Item ""28. Motivo da paralisação/atraso"" foi optado ""Inadimplemento da empresa contratada"" por falta de outra opção mais adequada, já que a situação real foi causada por modificações realizadas no projeto original ao longo de sua execução, visando a necessidade real do terreno, alterando níveis a fim de alinhá-los. e, atraso da empresa na execução de outras etapas (das outras fases) que necessitavam seu término para que a obra fosse finalizada.""",Não informado,Não informado,09/08/2018
Taquaritinga,Paralisada,Municipal,1413314.13,74598.71,JP CONSTRUTORA E SERVIÇOS LTDA,18.350.036/0001-60,PREFEITURA MUNICIPAL DE TAQUARITINGA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"PAC2 7104/2013 - Construção de uma Creche Tipo 1 do Programa Nacional de Reestruturação e Aparelhagem da Rede Escolar Pública de Educação Infantil - PROGRAMA PRÓINFÂNCIA - do Governo Federal (MEC e FNDE). A paralisação desta obra ocorreu devido à rescisão amigável realizada entre a Construtora em questão (JP Construtora e Serviços Eirelli-ME) e a Prefeitura Municipal de Taquaritinga. Por falta de outras opções no Item 28. Motivo da paralisação/atraso"" deste Questionário, foi assinalado ""Inadimplemento da empresa contratada"", o que não se enquadra totalmente no panorama correto de acontecimentos entre Contratada e Contratante. Atualmente, estamos realizando o contato com as outras colocadas, visando o prosseguimento e finalização da obra.""",Não informado,Não informado,13/03/2019
Taquaritinga,Paralisada,Municipal,1339260.04,679365.31,K&G CONSTRUTORA GARCIA LTDA EPP,04.131.797/0001-17,PREFEITURA MUNICIPAL DE TAQUARITINGA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Convênio n° 773756/2012 -  Instalação e Modernização de equipamentos e espaços culturais no Cine São Pedro. Este Convênio teve início no ano de 2012, mas apenas foi assinado em 2014, com um projeto inicial. entretanto, após uma análise da nova Administração Pública e equipe técnica do Setor de Convênios, houve a necessidade de realizar uma Reprogramação de Metas e Projeto visando maior funcionalidade, acessibilidade e segurança à modernização do edifício histórico Cine São Pedro"". enfim, alguns itens não previstos nas projeções originais. No ano de 2017 o município de Taquaritinga foi contemplado com outro Contrato de Repasse, do Ministério do Turismo, visando o mesmo objeto ""Reforma do edifício histórico Cine São Pedro"". Assim, as peças técnicas de ambos os Contratos estão sendo levantadas de forma a serem independentes e complementares entre si. Um Plano de Ataque de futuras ações, visando a congruência de ambos os Convênios e o término da obra já foi encaminhado ao Ministério da Cultura e Caixa Econômica Federal. No Item ""28. Motivo da paralisação/atraso"" foi optado ""Deficiências/insuficiências nas informações no projeto básico"", por falta de outra opção mais adequada, já que a justificativa real foi mais complexa que a assinalada, necessitando de uma revisão das necessidades da edificação as quais não foram contempladas, além da congruência de dois convênios, a fim de evitar conflitos e duplicidade de ações.  Vale ressaltar que o ""Valor de Obra"", ""Valor Convenente"" e ""Valor Contrapartida"" deste questionário será referenciado ao Valor de Investimento contratado perante o Ministério. Além disso, foi adotado valores cadastrados no SICONV (Sistema de Convênios), visando a precisão das informações.""",Não informado,Não informado,15/11/2015
Taquaritinga,Paralisada,Municipal,1649046,1920257,VODAOIL SERVIÇOS DE PETRÓLEO LTDA. EPP.,04.132.198/0001-18,SERVICO AUTONOMO DE AGUA E ESGOTO DE TAQUARITINGA - SAAET,"Abastecimento de água - Captação, Adução, Tratamento e similares",Não informado,"Fornecimento de materiais, equipamentos e mão de obra para perfuração de Poço Tubular Profundo, com aproximadamente 650 metros de profundidade, com fornecimento e instalação de equipamento de bombeamento completo até o final do cavalete conforme planilha de custos.",Não informado,Não informado,24/01/2015
